
0,108642	0,178005
0,116636	0,210571
0,122202	0,213243
0,115312	0,186942
0,109382	0,222170
0,116661	0,209697
0,112190	0,185863
0,113165	0,203179
0,117636	0,203986
0,145938	0,212239
0,126730	0,219527
0,162099	0,256039
0,122884	0,189048
0,119983	0,223660
0,124131	0,223244
0,110360	0,181971
0,123277	0,222294
0,124792	0,207804
0,115612	0,186045
0,125965	0,229645
0,117330	0,212026
0,123046	0,186004
0,113152	0,203537
0,130297	0,217685
0,113440	0,174593
0,125547	0,224263
0,124126	0,231142
0,058003	0,137094
0,060382	0,152738
0,059478	0,160180
0,060182	0,131751
0,060620	0,148940
0,058925	0,169496
0,058675	0,128521
0,059836	0,161020
0,055589	0,157535
0,058544	0,126473
0,055152	0,155251
0,058909	0,155953
0,059604	0,125694
0,059007	0,161157
0,057451	0,157464
0,059715	0,112884
0,158707	0,244486
0,125264	0,205856
0,125192	0,198401
0,108317	0,200927
0,120283	0,203389
0,112900	0,181461
0,113047	0,205984
0,121833	0,222178
0,119443	0,187638
0,121842	0,223037
0,124739	0,220144
0,123645	0,189507
0,119017	0,213561
0,127144	0,211029
0,113459	0,184713
0,120976	0,213848
0,061213	0,166821
0,144451	0,221649
0,110270	0,195748
0,111005	0,208446
0,119600	0,191601
0,119724	0,214928
0,116269	0,204091
0,116529	0,188075
0,111743	0,196931
0,121181	0,220122
0,115115	0,181638
0,126075	0,243860
0,124982	0,224989
0,106231	0,178580
0,115572	0,217062
0,139913	0,228778
0,119533	0,185936
0,055498	0,145187
0,079322	0,179323
0,056843	0,121512
0,056899	0,149262
0,057936	0,145675
0,150575	0,216779
0,116363	0,204683
0,134538	0,235838
0,131435	0,197619
0,123989	0,212727
0,129074	0,210789
0,119161	0,184862
0,115547	0,206184
0,117905	0,208231
0,119348	0,183147
0,120512	0,225080
0,123802	0,221937
0,123300	0,182554
0,121359	0,219712
0,134943	0,226707
0,128286	0,201289
0,122220	0,229411
0,064481	0,168752
0,058992	0,132198
0,066943	0,161924
0,057795	0,175028
0,055093	0,123504
0,056790	0,156418
0,058487	0,148922
0,087935	0,163272
0,061143	0,165882
0,147918	0,246543
0,119907	0,183528
0,121223	0,222598
0,128734	0,219044
0,116736	0,184151
0,120203	0,222767
0,131440	0,217537
0,118227	0,184417
0,107710	0,199525
0,118402	0,215632
0,125580	0,202456
0,114354	0,214729
0,127951	0,232458
0,119065	0,201894
0,122290	0,225572
0,119872	0,215218
0,058190	0,118978
0,060761	0,149043
0,059286	0,156595
0,158503	0,221980
0,120655	0,212922
0,126014	0,221673
0,117007	0,173854
0,124465	0,222202
0,112539	0,206400
0,127692	0,190266
0,114699	0,193879
0,111084	0,200927
0,117239	0,177089
0,115147	0,214000
0,134289	0,237396
0,115852	0,185089
0,125185	0,223605
0,113632	0,210574
0,138806	0,201835
0,122779	0,221973
0,125550	0,224385
0,118443	0,186215
0,122506	0,221026
0,144582	0,239319
0,123926	0,189126
0,120584	0,220269
0,111790	0,226129
0,120647	0,177026
0,115116	0,221618
0,126834	0,231763
0,116930	0,178594
0,114456	0,221234
0,111082	0,192480
0,113695	0,175221
0,117781	0,218888
0,154509	0,256912
0,129779	0,198550
0,113971	0,228090
0,120673	0,219065
0,113866	0,179313
0,119266	0,216082
0,111240	0,208893
0,137086	0,195196
0,113527	0,201711
0,125066	0,210154
0,120217	0,194967
0,117142	0,212316
0,121419	0,222083
0,119135	0,192471
0,108694	0,206693
0,133933	0,243197
0,057331	0,119866
0,056744	0,142334
0,051872	0,140913
0,057817	0,126953
0,059309	0,170305
0,058183	0,152662
0,058255	0,122900
0,057082	0,160456
0,059682	0,156608
0,054000	0,123272
0,068632	0,162191
0,054027	0,160816
0,151913	0,207913
0,131040	0,222103
0,127517	0,221766
0,134741	0,194223
0,111601	0,201990
0,123307	0,211349
0,101408	0,169608
0,140213	0,239401
0,124205	0,225690
0,119262	0,185906
0,132137	0,220044
0,129219	0,226763
0,098468	0,145259
0,129067	0,225785
0,128910	0,221699
